"dimension1","medium","landingPagePath","exitPagePath","userType","sessionCount","daysSinceLastSession","sessions","pageviews","uniquePageviews","sessionDuration"
1407849650899,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
1407852578082,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1407854202503,"(none)","/predictive-analysis-in-ecommerce/","/category/hadoop/","New Visitor",1,0,1,2,2,91
1407855393350,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1407862346747,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1407885425086,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1407920060995,"(none)","/predictive-analysis-in-ecommerce/","/2013/12/","New Visitor",1,0,1,2,2,107
1407925501434,"(none)","/predictive-analysis-in-ecommerce/","/tag/ecommerce/","New Visitor",1,0,1,2,2,136
1407925686629,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,39
1407929144877,"(none)","/predictive-analysis-in-ecommerce/","/category/machine-learning/","New Visitor",1,0,1,2,2,87
1407934650659,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1407935412082,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,3
1407937714420,"(none)","/predictive-analysis-in-ecommerce/","/contact-us/","New Visitor",1,0,1,2,2,78
1407953220589,"(none)","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
1407953220589,"(none)","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","Returning Visitor",2,4,1,2,1,265
1407955649433,"(none)","/predictive-analysis-in-ecommerce/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,2,2,77
1407963698664,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
1407968672998,"(none)","/","/","New Visitor",1,0,1,1,1,0
1407977258287,"(none)","/predictive-analysis-in-ecommerce/","/author/amar/","New Visitor",1,0,1,2,2,73
1407994709433,"referral","/","/","New Visitor",1,0,1,1,1,0
1408000268830,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408013985929,"(none)","/predictive-analysis-in-ecommerce/","/category/hadoop/","New Visitor",1,0,1,2,2,145
1408014116468,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408018056455,"(none)","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408018704725,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
1408019883178,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408019883178,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","Returning Visitor",2,0,1,1,1,0
1408036268861,"organic","/linear-regression-with-r-step-by-step-implementation-part-2/","/identify-who-will-revist-your-website-in-next-few-days-using-predictive-anlaysis/","New Visitor",1,0,1,9,7,745
1408041765830,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408107373547,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408117037706,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408164197889,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408171451711,"organic","/mongodb-basics-with-java/","/regularization-implementation-r/","New Visitor",1,0,1,6,6,791
1408192223413,"organic","/regularization-implementation-r/","/regularization-implementation-r/","New Visitor",1,0,1,2,1,9
1408200829967,"organic","/mongodb-aggregation-examples/","/mongodb-aggregation-examples/","New Visitor",1,0,1,1,1,0
1408221546422,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408231958019,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408262897249,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
1408278120160,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408285503062,"organic","/predictive-analysis-in-ecommerce/","/","New Visitor",1,0,1,2,2,14
1408285503062,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","Returning Visitor",2,0,1,1,1,0
1408324699513,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408331086345,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408347957357,"rss","/how-can-r-and-hadoop-be-used-together/","/how-can-r-and-hadoop-be-used-together/","New Visitor",1,0,1,1,1,0
1408357978445,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
1408360923811,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408367442483,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408382682701,"organic","/mongodb-basics-with-shell/","/mongodb-basics-with-shell/","New Visitor",1,0,1,1,1,0
1408382892819,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408384245055,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408387045642,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408387746259,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408389901677,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408398846630,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
1408409116931,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
1408418468021,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408423243918,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408438279460,"(none)","/","/author/vignesh/","New Visitor",1,0,1,4,4,831
1408443810848,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408443810848,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","Returning Visitor",2,0,1,1,1,0
1408443810848,"organic","/mongodb-schema-design/","/mongodb-schema-design/","Returning Visitor",3,13,1,2,1,22
1408450584899,"referral","/","/","New Visitor",1,0,1,1,1,0
1408458308855,"organic","/regularization-implementation-r/","/regularization-implementation-r/","New Visitor",1,0,1,2,1,1075
1408470562324,"(none)","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
1408481857724,"organic","/","/","New Visitor",1,0,1,1,1,0
1408512633952,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408515077135,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408526865228,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408527468975,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408533878620,"organic","/mongodb-aggregation-examples/","/mongodb-aggregation-examples/","Returning Visitor",2,36,1,1,1,0
1408533878620,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","Returning Visitor",3,33,1,1,1,0
1408533878620,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408535305510,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408537750842,"(none)","/regularization-implementation-r/","/regularization-implementation-r/","New Visitor",1,0,1,1,1,0
1408537913615,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,9
1408551655084,"referral","/","/","New Visitor",1,0,1,1,1,0
1408557118839,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408562555625,"organic","/linear-regression-with-r-step-by-step-implementation-part-1/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,3,2,1791
1408562827774,"organic","/linear-regression-with-r-step-by-step-implementation-part-1/","/linear-regression-with-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
1408583523225,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408586824419,"organic","/understanding-data-analytics-project-life-cycle/","/understanding-data-analytics-project-life-cycle/","New Visitor",1,0,1,1,1,0
1408598752076,"(none)","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408598752076,"(none)","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","Returning Visitor",2,19,1,1,1,0
1408600182870,"organic","/mongodb-aggregation-examples/","/mongodb-aggregation-examples/","New Visitor",1,0,1,1,1,0
1408635030744,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408651488294,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408657961614,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408689288877,"referral","/how-can-r-and-hadoop-be-used-together/","/category/machine-learning/","New Visitor",1,0,1,4,4,199
1408709942487,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,2,1,981
1408714352555,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408720359702,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1408796261640,"organic","/category/machine-learning/","/understanding-data-analytics-project-life-cycle/","Returning Visitor",2,3,1,2,2,13
1408796261640,"organic","/introduction-mongodb/","/introduction-mongodb/","New Visitor",1,0,1,1,1,0
1408799986599,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","Returning Visitor",2,25,1,1,1,0
1408800776726,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1408875161781,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1408935682668,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1408954005383,"organic","/linear-regression-with-r-step-by-step-implementation-part-1/","/linear-regression-with-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
1408965793271,"(none)","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408970014463,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,3,1,596
1408982772071,"organic","/mongodb-aggregation-framework/","/mongodb-aggregation-framework/","New Visitor",1,0,1,1,1,0
1408987678622,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1408988167449,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409016931609,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,2,1,58
1409017017292,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1409017863517,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409029475306,"organic","/mongodb-basics-with-shell/","/mongodb-basics-with-shell/","New Visitor",1,0,1,1,1,0
1409034817999,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
1409038601642,"referral","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1409045467117,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409046917374,"organic","/","/contact-us/","New Visitor",1,0,1,2,2,142
1409047763686,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1409098188758,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409101739340,"organic","/mongodb-schema-design/","/mongodb-schema-design/","New Visitor",1,0,1,1,1,0
1409131670173,"organic","/introduction-mongodb/","/mongodb-aggregation-examples/","New Visitor",1,0,1,2,2,30
1409142195241,"organic","/linear-regression-with-r-step-by-step-implementation-part-1/","/linear-regression-with-r-step-by-step-implementation-part-2/","Returning Visitor",3,0,1,2,2,28
1409142195241,"referral","/linear-regression-with-r-step-by-step-implementation-part-1/","/linear-regression-with-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
1409142195241,"referral","/linear-regression-with-r-step-by-step-implementation-part-2/","/linear-regression-with-r-step-by-step-implementation-part-2/","Returning Visitor",2,0,1,1,1,0
1409148812248,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409164928380,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1409164928380,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","Returning Visitor",2,15,1,1,1,0
1409222092399,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1409222092399,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","Returning Visitor",2,23,1,1,1,0
1409222092399,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","Returning Visitor",3,16,1,1,1,0
1409226236901,"organic","/getting-started-with-mapreduce-using-eclipse-2/","/getting-started-with-mapreduce-using-eclipse-2/","New Visitor",1,0,1,1,1,0
1409231275596,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409259947330,"(none)","/predictive-analysis-in-ecommerce/","/category/mongodb/","New Visitor",1,0,1,2,2,88
1409264250120,"(none)","/predictive-analysis-in-ecommerce/","/category/uncategorized/","New Visitor",1,0,1,7,4,244
1409297207970,"(none)","/predictive-analysis-in-ecommerce/","/linear-regression-with-r-step-by-step-implementation-part-2/","New Visitor",1,0,1,2,2,106
1409302977351,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1409304434363,"(none)","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1409304956729,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1409314960446,"referral","/","/","New Visitor",1,0,1,1,1,0
1409325613728,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409327151400,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1409339578811,"(none)","/","/","New Visitor",1,0,1,1,1,0
1409341013736,"organic","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","/logistic-regression-wirh-r-step-by-step-implementation-part-1/","New Visitor",1,0,1,1,1,0
1409398308652,"(none)","/predictive-analysis-in-ecommerce/","/category/hadoop/","New Visitor",1,0,1,2,2,106
1409406241599,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409453614789,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1409475466755,"organic","/predictive-analysis-in-ecommerce/","/predictive-analysis-in-ecommerce/","New Visitor",1,0,1,1,1,0
1409480084762,"organic","/logistic-regression-r-step-step-implementation-part-2/","/logistic-regression-r-step-step-implementation-part-2/","New Visitor",1,0,1,1,1,0
1409524474875,"organic","/mongodb-basics-with-java/","/mongodb-basics-with-java/","New Visitor",1,0,1,1,1,0
1409526670583,"(none)","/predictive-analysis-in-ecommerce/","/contact-us/","New Visitor",1,0,1,3,3,157
1409565083000,"organic","/trick-convert-mongo-shell-query-equivalent-java-objects/","/trick-convert-mongo-shell-query-equivalent-java-objects/","New Visitor",1,0,1,1,1,0
